entity_id,entity_type,entity_role,department,primary_geo,secondary_geo,work_hours_start,work_hours_end,work_days,known_devices,typical_resources,typical_auth_method,avg_session_duration,avg_bytes_per_session,onboarding_date
SVC-0163,service_account,service,Automated Services,"San Francisco, US",,0,23,"[0, 1, 2, 3, 4, 5, 6]",['fp-87e32245'],"['/intranet/directory', '/infra/dns-config', '/intranet/policies']",token,30,5000,2025-09-23
USR-0014,user,employee,Operations,"Mumbai, IN",,9,18,"[0, 1, 2, 3, 4]",['fp-33b65929'],"['/mail/attachments', '/mail/inbox', '/mail/calendar', '/portal/dashboard', '/docs/shared', '/intranet/policies', '/docs/templates']",sso,3600,25000,2025-04-14
USR-0121,user,finance,Finance,"Singapore, SG",,9,18,"[0, 1, 2, 3, 4]",['fp-cad5ebb5'],"['/finance/tax-reports', '/api/finance/quarterly-report', '/finance/payroll-export', '/finance/audit-logs', '/finance/erp-dashboard', '/mail/calendar', '/mail/sent']",password,3000,200000,2025-04-28
USR-0031,user,employee,Operations,"Mumbai, IN",,9,18,"[0, 1, 2, 3, 4]",['fp-620a2584'],"['/mail/attachments', '/mail/sent', '/mail/calendar', '/docs/team-wiki', '/docs/templates', '/portal/dashboard', '/portal/announcements']",sso,3600,25000,2025-06-13
USR-0119,user,finance,Finance,"Frankfurt, DE",,9,18,"[0, 1, 2, 3, 4]",['fp-7db14cf9'],"['/finance/invoices', '/finance/erp-dashboard', '/finance/audit-logs', '/finance/tax-reports', '/api/payroll/export', '/mail/sent', '/mail/calendar']",password,3000,200000,2025-02-01
USR-0076,user,developer,Engineering,"New York, US","San Francisco, US",8,22,"[0, 1, 2, 3, 4, 5]","['fp-8c9412a9', 'fp-ddeb8d00']","['/git/repo-backend', '/staging/api-v3', '/ci/pipeline-deploy', '/git/repo-ml-pipeline', '/git/repo-mobile', '/ci/pipeline-build', '/intranet/policies', '/intranet/directory']",token,5400,500000,2025-04-16
USR-0150,user,admin,IT Infrastructure,"Hyderabad, IN","Chennai, IN",0,23,"[0, 1, 2, 3, 4, 5, 6]","['fp-d7c64b95', 'fp-c2b78d0e', 'fp-06ba467a', 'fp-9cbaa25e']","['/infra/ad-config', '/infra/firewall-rules', '/infra/load-balancer', '/infra/dns-config', '/infra/server-monitoring', '/infra/certificate-manager', '/admin/system-settings', '/admin/user-management', '/admin/license-management', '/admin/access-control']",certificate,1800,500000,2026-03-09
USR-0067,user,developer,Engineering,"Singapore, SG","Kolkata, IN",8,22,"[0, 1, 2, 3, 4, 5]","['fp-0e6aed62', 'fp-9f4de0d6']","['/ci/pipeline-test', '/ci/pipeline-deploy', '/staging/api-v2', '/ci/pipeline-build', '/git/repo-frontend', '/git/repo-infra', '/portal/dashboard', '/docs/templates']",token,5400,500000,2025-05-25
USR-0096,user,hr,Human Resources,"Kolkata, IN",,9,17,"[0, 1, 2, 3, 4]",['fp-5e2b1581'],"['/hr/performance-reviews', '/hr/leave-management', '/hr/payroll-view', '/hr/recruitment-portal', '/mail/inbox', '/mail/calendar']",sso,2400,50000,2025-07-20
USR-0085,user,developer,Engineering,"Sydney, AU","Mumbai, IN",8,22,"[0, 1, 2, 3, 4, 5]","['fp-b82329d0', 'fp-b07e3701', 'fp-cb4e7c25']","['/git/repo-infra', '/staging/api-v3', '/git/repo-backend', '/ci/pipeline-build', '/git/repo-ml-pipeline', '/git/repo-frontend', '/docs/templates', '/docs/team-wiki']",token,5400,500000,2025-08-22
USR-0108,user,hr,Human Resources,"Singapore, SG",,9,17,"[0, 1, 2, 3, 4]",['fp-e859415b'],"['/hr/recruitment-portal', '/hr/employee-records', '/hr/onboarding', '/hr/leave-management', '/mail/sent', '/mail/inbox']",sso,2400,50000,2025-05-13
USR-0079,user,developer,Engineering,"Bangalore, IN","Dubai, AE",8,22,"[0, 1, 2, 3, 4, 5]","['fp-99fe4d02', 'fp-7ebc8347', 'fp-095be084']","['/staging/api-v2', '/staging/api-v3', '/git/repo-frontend', '/ci/pipeline-build', '/git/repo-infra', '/git/repo-mobile', '/docs/team-wiki', '/portal/announcements']",token,5400,500000,2025-09-10
DEV-0191,edge_device,device,IoT Operations,"Mumbai, IN",,0,23,"[0, 1, 2, 3, 4, 5, 6]",['fp-38c01ca6'],"['/infra/ad-config', '/infra/backup-config']",certificate,15,2000,2025-09-12
USR-0058,user,employee,Operations,"Tokyo, JP",,9,18,"[0, 1, 2, 3, 4]",['fp-572c0462'],"['/mail/compose', '/mail/inbox', '/mail/calendar', '/portal/dashboard', '/docs/templates', '/docs/shared', '/portal/announcements']",sso,3600,25000,2025-03-23
USR-0091,user,developer,Engineering,"Dubai, AE","Ahmedabad, IN",8,22,"[0, 1, 2, 3, 4, 5]","['fp-98094e62', 'fp-96b6deae', 'fp-624ca92d']","['/ci/pipeline-build', '/git/repo-infra', '/staging/api-v2', '/ci/pipeline-deploy', '/git/repo-backend', '/git/repo-ml-pipeline', '/portal/announcements', '/docs/shared']",token,5400,500000,2025-03-12
USR-0057,user,employee,Operations,"London, GB",,9,18,"[0, 1, 2, 3, 4]",['fp-e236e9df'],"['/mail/compose', '/mail/calendar', '/mail/attachments', '/portal/dashboard', '/intranet/directory', '/docs/templates', '/intranet/policies']",sso,3600,25000,2026-03-08
USR-0023,user,employee,Operations,"Singapore, SG",,9,18,"[0, 1, 2, 3, 4]","['fp-a77c0ca4', 'fp-5393a2cb']","['/mail/calendar', '/mail/compose', '/mail/inbox', '/docs/shared', '/portal/announcements', '/portal/dashboard', '/docs/templates']",sso,3600,25000,2025-06-25
SVC-0168,service_account,service,Automated Services,"Bangalore, IN",,0,23,"[0, 1, 2, 3, 4, 5, 6]",['fp-a313531c'],"['/infra/docker-registry', '/infra/firewall-rules', '/infra/ad-config']",token,30,5000,2025-06-16
