event_id,label,attack_type,attack_subtype
evt-4280c1a3,normal,normal,normal
evt-f575b781,normal,normal,normal
evt-1b310097,normal,normal,normal
evt-520119a1,normal,normal,normal
evt-ba277a7d,normal,normal,normal
evt-56a4ca5b,normal,normal,normal
evt-58cd88ea,normal,normal,normal
evt-aa4a77d9,normal,normal,normal
evt-6228d7aa,normal,normal,normal
evt-a9ecf257,anomaly,insider_drift,gradual_scope_expansion
evt-f352caa4,normal,normal,normal
evt-fc2a2d32,normal,normal,normal
evt-82168c09,normal,normal,normal
evt-76414e35,normal,normal,normal
evt-8368fcb3,normal,normal,normal
evt-c1d27a32,normal,normal,normal
evt-61a9a9bd,normal,normal,normal
evt-dd1af03c,normal,normal,normal
evt-ff56da8f,normal,normal,normal
evt-7f985439,normal,normal,normal
evt-c7125fb7,normal,normal,normal
evt-9ea9f69c,normal,normal,normal
evt-8428d4e1,normal,normal,normal
evt-02ecc3ab,normal,normal,normal
evt-07225304,normal,normal,normal
evt-bbf94bc0,normal,normal,normal
evt-09908e67,normal,normal,normal
evt-1d15804e,normal,normal,normal
evt-a6ba6e0d,normal,normal,normal
evt-3b45414b,normal,normal,normal
evt-2a0864ef,normal,normal,normal
evt-aef52276,normal,normal,normal
evt-7c43446c,normal,normal,normal
evt-460e8519,normal,normal,normal
evt-1637296d,normal,normal,normal
evt-c816d161,normal,normal,normal
evt-26a2f003,normal,normal,normal
evt-5e09da1f,normal,normal,normal
evt-6c95f69e,normal,normal,normal
evt-4169554e,normal,normal,normal
evt-13f1165e,normal,normal,normal
evt-7e19e0d8,normal,normal,normal
evt-18ead70b,normal,normal,normal
evt-d03f0d30,normal,normal,normal
evt-ab14ec93,normal,normal,normal
evt-7e4e7fb4,normal,normal,normal
evt-16084437,normal,normal,normal
evt-38d597d3,normal,normal,normal
evt-616c7630,normal,normal,normal
evt-09ce02db,normal,normal,normal
evt-829c755e,normal,normal,normal
evt-648f3501,normal,normal,normal
evt-9ce6fea1,normal,normal,normal
evt-e25ea253,normal,normal,normal
evt-9a99d801,normal,normal,normal
evt-8b7cd767,normal,normal,normal
evt-8e06d809,normal,normal,normal
evt-455c551f,normal,normal,normal
evt-756f9298,normal,normal,normal
evt-a98582cd,normal,normal,normal
evt-31a690f0,normal,normal,normal
evt-7cfb87fd,normal,normal,normal
evt-349fd9f9,normal,normal,normal
evt-9c3a3909,normal,normal,normal
evt-3ce6c9fb,normal,normal,normal
evt-e9b77d23,normal,normal,normal
evt-a51f4bb3,normal,normal,normal
evt-0de652d8,normal,normal,normal
evt-4df454d9,normal,normal,normal
evt-6baeae62,normal,normal,normal
evt-fb2aaedc,normal,normal,normal
evt-f934a39b,normal,normal,normal
evt-96bf4382,normal,normal,normal
evt-8db6c53e,normal,normal,normal
evt-37229776,normal,normal,normal
evt-f7ed2ffa,normal,normal,normal
evt-7b8171da,normal,normal,normal
evt-8dd31be9,normal,normal,normal
evt-a985f0e8,normal,normal,normal
evt-18d1955a,normal,normal,normal
evt-655e263a,normal,normal,normal
evt-a2a62c16,normal,normal,normal
evt-5ec31e10,normal,normal,normal
evt-c5b0ab5c,normal,normal,normal
evt-b3dde42c,normal,normal,normal
evt-65df575a,normal,normal,normal
evt-4abcd09c,normal,normal,normal
evt-4d26a904,normal,normal,normal
evt-b2679929,normal,normal,normal
evt-2b764e4d,normal,normal,normal
evt-9700f255,normal,normal,normal
evt-c65c30e9,normal,normal,normal
evt-b7571a74,normal,normal,normal
evt-e0166177,normal,normal,normal
evt-7b400044,normal,normal,normal
evt-53d441b1,normal,normal,normal
evt-9ab5a684,normal,normal,normal
evt-8d481559,normal,normal,normal
evt-dfa87057,normal,normal,normal
evt-1a2606c8,normal,normal,normal
evt-99892e04,normal,normal,normal
evt-389c81e2,normal,normal,normal
evt-2f656a3d,normal,normal,normal
evt-95501eaf,normal,normal,normal
evt-f4c2aaae,normal,normal,normal
evt-f53e71f2,normal,normal,normal
evt-1aa2357e,normal,normal,normal
evt-b9207c03,normal,normal,normal
evt-53593afb,normal,normal,normal
evt-048f4860,normal,normal,normal
evt-397b3eef,normal,normal,normal
evt-db194806,normal,normal,normal
evt-172dea07,normal,normal,normal
evt-79bef249,normal,normal,normal
evt-c6a571e3,normal,normal,normal
evt-80e638a9,normal,normal,normal
evt-77d0c8b4,normal,normal,normal
evt-ed02aa2a,normal,normal,normal
evt-ca8a82c5,normal,normal,normal
evt-433b82d8,normal,normal,normal
evt-ba0dc179,normal,normal,normal
evt-1c3e59d2,normal,normal,normal
evt-1e4ccc08,normal,normal,normal
evt-1be39094,normal,normal,normal
evt-234597f3,normal,normal,normal
evt-c60e5762,normal,normal,normal
evt-665d160a,normal,normal,normal
evt-117923fb,normal,normal,normal
evt-81c60ea0,normal,normal,normal
evt-7f6e782d,normal,normal,normal
evt-93313fda,normal,normal,normal
evt-b2c330d2,normal,normal,normal
evt-dc99e3bb,normal,normal,normal
evt-a3f1efc6,normal,normal,normal
evt-baf027cc,normal,normal,normal
evt-f6344510,normal,normal,normal
evt-1d723d35,normal,normal,normal
evt-92d72970,normal,normal,normal
evt-77faae19,normal,normal,normal
evt-9b2b924c,normal,normal,normal
evt-abcd6887,normal,normal,normal
evt-8c23e9ca,normal,normal,normal
evt-91c2a994,normal,normal,normal
evt-aeeb6b23,normal,normal,normal
evt-dc5a219f,normal,normal,normal
evt-8f5d9780,normal,normal,normal
evt-cbe4d79c,normal,normal,normal
evt-a5eb0199,normal,normal,normal
evt-6ade2d9d,normal,normal,normal
evt-890e74ac,normal,normal,normal
evt-af221b0e,normal,normal,normal
evt-3c069408,normal,normal,normal
evt-494438e4,normal,normal,normal
evt-37b28ce7,normal,normal,normal
evt-c7453377,normal,normal,normal
evt-9dcbfed8,normal,normal,normal
evt-79c6a939,normal,normal,normal
evt-e0b8bfe8,normal,normal,normal
evt-3aca960b,normal,normal,normal
evt-48f65767,normal,normal,normal
evt-2810dd77,normal,normal,normal
evt-0df579ae,normal,normal,normal
evt-142d4925,normal,normal,normal
evt-deec5ef6,normal,normal,normal
evt-59f1f6e6,normal,normal,normal
evt-a9e8b5b1,normal,normal,normal
evt-3809e4fc,normal,normal,normal
evt-6cded322,normal,normal,normal
evt-d359d8c9,normal,normal,normal
evt-b6c5ea6a,normal,normal,normal
evt-dd64c937,normal,normal,normal
evt-339d8f4d,normal,normal,normal
evt-23a6b4c4,normal,normal,normal
evt-8665bf88,normal,normal,normal
evt-5d583f9e,normal,normal,normal
evt-de197625,normal,normal,normal
evt-bee282af,normal,normal,normal
evt-37a67402,normal,normal,normal
evt-9d6d7adb,normal,normal,normal
evt-58bae0be,normal,normal,normal
evt-8877e0a0,normal,normal,normal
evt-20df2317,normal,normal,normal
evt-a4689d3c,normal,normal,normal
evt-7122f58c,normal,normal,normal
evt-d75a2b53,normal,normal,normal
evt-ac8a2f49,normal,normal,normal
evt-59a0d420,normal,normal,normal
evt-31fa0e18,normal,normal,normal
evt-68abeaae,normal,normal,normal
evt-feaa0897,normal,normal,normal
evt-4a633519,normal,normal,normal
evt-7f8fa407,normal,normal,normal
evt-87ecc2f5,normal,normal,normal
evt-04258698,normal,normal,normal
evt-4f257278,normal,normal,normal
evt-ae45a1ab,normal,normal,normal
evt-31d407ae,normal,normal,normal
evt-8b4c2c5d,normal,normal,normal
evt-1392b388,normal,normal,normal
evt-b5ee037e,normal,normal,normal
evt-58b96360,normal,normal,normal
evt-919c0ad5,normal,normal,normal
evt-9a1e6f92,normal,normal,normal
evt-e66e2c7f,normal,normal,normal
evt-8195444a,normal,normal,normal
evt-cea436fe,normal,normal,normal
evt-b03fac38,normal,normal,normal
evt-7604955e,normal,normal,normal
evt-db6770b4,normal,normal,normal
evt-8a0ebc56,normal,normal,normal
evt-da09f8c0,normal,normal,normal
evt-f2fd0172,anomaly,device_spoofing,os_family_mismatch
evt-bbbad64e,normal,normal,normal
evt-72d98e21,normal,normal,normal
evt-685ec0c2,normal,normal,normal
evt-ce79c8c5,normal,normal,normal
evt-6ef28662,normal,normal,normal
evt-4480f4c4,normal,normal,normal
evt-d654bc4a,anomaly,low_slow_exfiltration,off_hours_data_transfer
evt-00ff2708,normal,normal,normal
evt-8aa658fe,normal,normal,normal
evt-07910325,anomaly,device_spoofing,os_family_mismatch
evt-3750d62c,normal,normal,normal
evt-393047ca,anomaly,device_spoofing,os_family_mismatch
evt-7a57a063,normal,normal,normal
evt-0d13451a,anomaly,low_slow_exfiltration,off_hours_data_transfer
evt-e1a4ccca,normal,normal,normal
evt-1d631685,normal,normal,normal
evt-c7d8005c,normal,normal,normal
evt-0f012ac2,normal,normal,normal
evt-74abeb89,normal,normal,normal
evt-889169e9,normal,normal,normal
evt-998be1c4,normal,normal,normal
evt-91e6437d,anomaly,low_slow_exfiltration,off_hours_data_transfer
evt-e129c20b,normal,normal,normal
evt-20f0a682,normal,normal,normal
evt-0bb4cc5d,normal,normal,normal
evt-364b0137,normal,normal,normal
evt-e51312c2,normal,normal,normal
evt-22c52a8a,normal,normal,normal
evt-70984508,normal,normal,normal
evt-085d670c,normal,normal,normal
evt-24bb828b,normal,normal,normal
evt-8038039e,normal,normal,normal
evt-81ad717f,normal,normal,normal
evt-d700b420,normal,normal,normal
evt-249a3905,normal,normal,normal
evt-0773a2a7,normal,normal,normal
evt-369bf17b,normal,normal,normal
evt-97e7d516,normal,normal,normal
evt-ad64062b,normal,normal,normal
evt-0135b1e3,normal,normal,normal
evt-905a590b,normal,normal,normal
evt-cbd2a105,normal,normal,normal
evt-7c39e3e1,normal,normal,normal
evt-9d8a07a5,normal,normal,normal
evt-358970a7,normal,normal,normal
evt-89dd85ba,normal,normal,normal
evt-ceead73b,normal,normal,normal
evt-4d06b6a1,normal,normal,normal
evt-e2f401cf,normal,normal,normal
evt-45adc82b,normal,normal,normal
evt-a1e05712,normal,normal,normal
evt-c2fcfc66,normal,normal,normal
evt-69353d2a,normal,normal,normal
evt-97de0feb,normal,normal,normal
evt-a0a6a2d4,normal,normal,normal
evt-db39a744,normal,normal,normal
evt-318af13b,normal,normal,normal
evt-79631357,normal,normal,normal
evt-909a043d,normal,normal,normal
evt-7e367795,normal,normal,normal
evt-26cc8d43,normal,normal,normal
evt-6f91dc11,normal,normal,normal
evt-69972b6b,normal,normal,normal
evt-1180470c,normal,normal,normal
evt-ae7db433,normal,normal,normal
evt-0c0617c2,normal,normal,normal
evt-d8d7a1e0,normal,normal,normal
evt-77c5310c,normal,normal,normal
evt-cb5a90e7,normal,normal,normal
evt-9eb59d75,normal,normal,normal
evt-0f2d63a2,normal,normal,normal
evt-55c539b6,normal,normal,normal
evt-0c1a25d6,normal,normal,normal
evt-3dae3219,normal,normal,normal
evt-ff98d190,normal,normal,normal
evt-99f6963a,normal,normal,normal
evt-6580914f,normal,normal,normal
evt-dc0933cb,normal,normal,normal
evt-97809d93,normal,normal,normal
evt-b89c6b01,normal,normal,normal
evt-d1de548c,normal,normal,normal
evt-64cfbb99,normal,normal,normal
evt-fff50144,normal,normal,normal
evt-989bd73d,normal,normal,normal
evt-ce679be0,normal,normal,normal
evt-18359375,normal,normal,normal
evt-21832707,normal,normal,normal
evt-914d2b10,normal,normal,normal
evt-9c67ffde,normal,normal,normal
evt-e5c41e94,normal,normal,normal
evt-00fecdb3,normal,normal,normal
evt-fe6c0223,anomaly,low_slow_exfiltration,off_hours_data_transfer
evt-28b715fe,normal,normal,normal
evt-17159c35,normal,normal,normal
evt-acd64c13,normal,normal,normal
evt-530bb1d0,anomaly,low_slow_exfiltration,off_hours_data_transfer
evt-8952dcfe,normal,normal,normal
evt-fa05077a,normal,normal,normal
evt-bf2e5ff3,normal,normal,normal
evt-f4ccf388,normal,normal,normal
evt-3486fb8d,normal,normal,normal
evt-3d4e16de,normal,normal,normal
evt-c562d001,normal,normal,normal
evt-a23b04ee,normal,normal,normal
evt-aa58fd07,normal,normal,normal
evt-69fd444b,normal,normal,normal
evt-67e9a284,normal,normal,normal
evt-fe8f8206,normal,normal,normal
evt-913982d5,normal,normal,normal
evt-c54c4c24,normal,normal,normal
evt-5f39bef7,normal,normal,normal
evt-43bdf531,normal,normal,normal
evt-54c0f9ce,normal,normal,normal
evt-0a3da104,normal,normal,normal
evt-3098f2e7,normal,normal,normal
evt-09113b2f,normal,normal,normal
evt-1bcb6408,anomaly,low_slow_exfiltration,off_hours_data_transfer
evt-99d0d172,normal,normal,normal
evt-399ac795,normal,normal,normal
evt-7b224aa2,normal,normal,normal
evt-ffc94150,normal,normal,normal
evt-7972dd2a,normal,normal,normal
evt-a13c16b1,normal,normal,normal
evt-5c72d4b3,normal,normal,normal
evt-96cf1b8d,anomaly,device_spoofing,os_family_mismatch
evt-a327237c,normal,normal,normal
evt-a2173250,normal,normal,normal
evt-5c7ec314,normal,normal,normal
evt-6614d937,anomaly,device_spoofing,os_family_mismatch
evt-8cfe62b5,normal,normal,normal
evt-1fdc58b2,normal,normal,normal
evt-91ee31cd,anomaly,device_spoofing,os_family_mismatch
evt-e42dc163,normal,normal,normal
evt-2b915013,normal,normal,normal
evt-3a61d7fb,normal,normal,normal
evt-5034abab,normal,normal,normal
evt-40028644,normal,normal,normal
evt-4e1cded1,normal,normal,normal
evt-284a1a35,normal,normal,normal
evt-93a23f51,normal,normal,normal
evt-ec4a7127,normal,normal,normal
evt-5019a267,normal,normal,normal
evt-5a5a1c2d,normal,normal,normal
evt-a0b28be9,normal,normal,normal
evt-6f888ebf,normal,normal,normal
evt-1985285f,normal,normal,normal
evt-004902c5,normal,normal,normal
evt-fe1e478c,normal,normal,normal
evt-47ed7d3a,normal,normal,normal
evt-01afe327,normal,normal,normal
evt-cbc02f0b,normal,normal,normal
evt-4420a0f4,normal,normal,normal
evt-6bd68655,normal,normal,normal
evt-9b84f317,normal,normal,normal
evt-d14e146a,normal,normal,normal
evt-f6b0b5a4,normal,normal,normal
evt-4e879e15,normal,normal,normal
evt-aad3d10b,normal,normal,normal
evt-062d3cce,normal,normal,normal
evt-9c10c981,normal,normal,normal
evt-37658d58,normal,normal,normal
evt-c084b30b,normal,normal,normal
evt-e3853982,normal,normal,normal
evt-d2c3a5cd,normal,normal,normal
evt-750c9141,normal,normal,normal
evt-43f16872,normal,normal,normal
evt-a8bb3a59,normal,normal,normal
evt-af95499c,normal,normal,normal
evt-23c0b31d,normal,normal,normal
evt-d15c99ba,normal,normal,normal
evt-7c20696a,normal,normal,normal
evt-282c9c95,normal,normal,normal
evt-6aa77914,normal,normal,normal
evt-d36c505b,normal,normal,normal
evt-83b5c902,normal,normal,normal
evt-6b7e27d9,normal,normal,normal
evt-2b9178c1,normal,normal,normal
evt-d41d49ca,normal,normal,normal
evt-26323636,normal,normal,normal
evt-954e9704,normal,normal,normal
evt-98978810,normal,normal,normal
evt-a13cb5d7,normal,normal,normal
evt-45ec35a1,normal,normal,normal
evt-8d108ef8,normal,normal,normal
evt-eb3eee16,normal,normal,normal
evt-3d76ab56,normal,normal,normal
evt-dfc1a0d3,normal,normal,normal
evt-1c7b76eb,normal,normal,normal
evt-291a17f0,normal,normal,normal
evt-d06edd0d,normal,normal,normal
evt-4ea7c7aa,normal,normal,normal
evt-ab4e2647,normal,normal,normal
evt-6e81bd18,normal,normal,normal
evt-ddcb7e37,normal,normal,normal
evt-00f27dbd,normal,normal,normal
evt-af41709b,normal,normal,normal
evt-8e45b4c9,normal,normal,normal
evt-61d45d0f,normal,normal,normal
evt-aded7103,normal,normal,normal
evt-8e6a1b02,normal,normal,normal
evt-3a55e025,normal,normal,normal
evt-aa63d6c0,normal,normal,normal
evt-1a99ca8c,normal,normal,normal
evt-d4387ec4,normal,normal,normal
evt-4fdad964,normal,normal,normal
evt-e99f5581,normal,normal,normal
evt-f1330375,normal,normal,normal
evt-cbbe8965,normal,normal,normal
evt-dff8819d,normal,normal,normal
evt-a4ba4c83,normal,normal,normal
evt-30e20476,normal,normal,normal
evt-7b4ccbbf,normal,normal,normal
evt-572026fc,normal,normal,normal
evt-2c3b51c2,normal,normal,normal
evt-f216de11,normal,normal,normal
evt-b4c81da3,normal,normal,normal
evt-ee6f634a,normal,normal,normal
evt-7b53ea25,normal,normal,normal
evt-37ddc6af,normal,normal,normal
evt-48d03130,normal,normal,normal
evt-3934eb26,normal,normal,normal
evt-23fff137,normal,normal,normal
evt-fb79adec,normal,normal,normal
evt-31b22d8d,normal,normal,normal
evt-dcf37d01,normal,normal,normal
evt-696fca95,normal,normal,normal
evt-cca10d1a,anomaly,impossible_travel,geo_velocity_violation
evt-c225b748,normal,normal,normal
evt-5bab63fe,normal,normal,normal
evt-0eb87b5b,normal,normal,normal
evt-42f5992b,normal,normal,normal
evt-ed33b4e7,normal,normal,normal
evt-1531615e,normal,normal,normal
evt-1a242e34,normal,normal,normal
evt-348b2e9f,normal,normal,normal
evt-3d80d6b7,normal,normal,normal
evt-cac3be0b,normal,normal,normal
evt-92eb7405,anomaly,impossible_travel,geo_velocity_violation
evt-e20055f9,normal,normal,normal
evt-fdca645e,normal,normal,normal
evt-21f8ec3c,normal,normal,normal
evt-c41ec5c5,normal,normal,normal
evt-0371ca08,normal,normal,normal
evt-a43ed755,normal,normal,normal
evt-615667da,normal,normal,normal
evt-0542c4e2,normal,normal,normal
evt-db520cdf,normal,normal,normal
evt-be85bbed,normal,normal,normal
evt-158b3c4c,normal,normal,normal
evt-e03cc1a5,normal,normal,normal
evt-204045eb,normal,normal,normal
evt-96f8c828,normal,normal,normal
evt-b9191568,normal,normal,normal
evt-c3d2da58,normal,normal,normal
evt-13bec1e0,normal,normal,normal
evt-b91bb971,normal,normal,normal
evt-90b252b2,normal,normal,normal
evt-11c6c6b7,normal,normal,normal
evt-c4350d0e,normal,normal,normal
evt-dcdd456f,normal,normal,normal
evt-e4a9e46e,normal,normal,normal
evt-af3e2d02,normal,normal,normal
evt-371a5add,normal,normal,normal
evt-ececba47,normal,normal,normal
evt-a01bf7e3,normal,normal,normal
evt-86a114b5,normal,normal,normal
evt-84e9da05,normal,normal,normal
evt-305e9a71,normal,normal,normal
evt-89170c58,normal,normal,normal
evt-606d6ff5,normal,normal,normal
evt-b7e16bc0,normal,normal,normal
evt-ed857d53,normal,normal,normal
evt-9aa396b5,normal,normal,normal
evt-1a04f03d,normal,normal,normal
evt-4a95b561,normal,normal,normal
evt-6957dbc7,normal,normal,normal
evt-9f0e0381,normal,normal,normal
evt-131b9176,normal,normal,normal
evt-77dc7b21,normal,normal,normal
evt-57173df9,normal,normal,normal
evt-a61a32e0,normal,normal,normal
evt-0779ea6a,normal,normal,normal
evt-b2865863,normal,normal,normal
evt-f5038071,normal,normal,normal
evt-a6afe688,normal,normal,normal
evt-29500a1d,normal,normal,normal
evt-aa3df858,normal,normal,normal
evt-4d25570f,normal,normal,normal
evt-7aa9f232,normal,normal,normal
evt-759ccd27,normal,normal,normal
evt-a1b78d2a,normal,normal,normal
evt-886b0dad,normal,normal,normal
evt-4494e725,normal,normal,normal
evt-9ded55d7,normal,normal,normal
evt-bac8e7c8,normal,normal,normal
evt-9f157a5d,normal,normal,normal
evt-201165af,normal,normal,normal
evt-be5a3c45,normal,normal,normal
evt-384f6d6d,normal,normal,normal
evt-e8c997e6,normal,normal,normal
evt-11b3a8fc,normal,normal,normal
evt-2d5724ec,normal,normal,normal
evt-e78e1511,normal,normal,normal
evt-0794a7d5,normal,normal,normal
evt-f343122a,normal,normal,normal
evt-3a37b64f,normal,normal,normal
evt-af555a15,normal,normal,normal
evt-b3765f22,normal,normal,normal
evt-48e67870,normal,normal,normal
evt-934109fe,normal,normal,normal
evt-c4fa6ac4,normal,normal,normal
evt-cce21026,normal,normal,normal
evt-cfc44a10,normal,normal,normal
evt-49fd7f6f,normal,normal,normal
evt-0e650432,normal,normal,normal
evt-bf30d75d,normal,normal,normal
evt-c5f2f846,normal,normal,normal
evt-80353705,normal,normal,normal
evt-43f65337,normal,normal,normal
evt-28718179,normal,normal,normal
evt-7221d14c,normal,normal,normal
evt-4a0844a4,normal,normal,normal
evt-0143b2d1,normal,normal,normal
evt-5ac54abb,normal,normal,normal
evt-7aabfe1e,normal,normal,normal
evt-4f01b1bc,normal,normal,normal
evt-8930179d,normal,normal,normal
evt-6a1cfdfa,normal,normal,normal
evt-59c05a56,normal,normal,normal
evt-f87ade11,normal,normal,normal
evt-45b4c8b9,normal,normal,normal
evt-ff89a59c,normal,normal,normal
evt-9cf93d48,normal,normal,normal
evt-175d1144,normal,normal,normal
evt-4603dc87,normal,normal,normal
evt-cc5845de,normal,normal,normal
evt-f9c01dfb,normal,normal,normal
evt-60eaaa63,normal,normal,normal
evt-041d2727,normal,normal,normal
evt-cbfc93e5,normal,normal,normal
evt-cee4ac78,normal,normal,normal
evt-e2b7a135,normal,normal,normal
evt-74036f35,normal,normal,normal
evt-873ff260,normal,normal,normal
evt-c81ffcd6,normal,normal,normal
evt-18f289e8,normal,normal,normal
evt-cde3009e,normal,normal,normal
evt-4a6a2c0c,normal,normal,normal
evt-ccde86de,normal,normal,normal
evt-d390f8d9,normal,normal,normal
evt-bfbcc5ad,normal,normal,normal
evt-7791fdee,normal,normal,normal
evt-9b916c14,normal,normal,normal
evt-29c63183,normal,normal,normal
evt-9791c38b,normal,normal,normal
evt-e19838b6,normal,normal,normal
evt-aef1c351,normal,normal,normal
evt-afc3cf5b,normal,normal,normal
evt-e6ff4769,normal,normal,normal
evt-4735c24e,normal,normal,normal
evt-f003a4a6,normal,normal,normal
evt-a2f4ee8f,normal,normal,normal
evt-58b6afeb,normal,normal,normal
evt-dc3154f2,normal,normal,normal
evt-73e27ff5,normal,normal,normal
evt-0e01a472,normal,normal,normal
evt-8eb8c84a,normal,normal,normal
evt-4e7f5890,normal,normal,normal
evt-83aec7e9,normal,normal,normal
evt-a108061c,normal,normal,normal
evt-5e05259b,normal,normal,normal
evt-d9999788,normal,normal,normal
evt-0805aeff,normal,normal,normal
evt-57be176d,normal,normal,normal
evt-7a15587a,normal,normal,normal
evt-284c0784,normal,normal,normal
evt-f3f7a327,normal,normal,normal
evt-9ed5155b,normal,normal,normal
evt-d5ed266f,normal,normal,normal
evt-34699e05,normal,normal,normal
evt-c4e13ba0,normal,normal,normal
evt-b2baaf26,normal,normal,normal
evt-408a87ad,normal,normal,normal
evt-8dd94ffe,normal,normal,normal
evt-8f310e33,normal,normal,normal
evt-9884bda7,normal,normal,normal
evt-c0aac3b8,normal,normal,normal
evt-1fd31e4d,normal,normal,normal
evt-58841558,normal,normal,normal
evt-e0e9b860,normal,normal,normal
evt-3ac970a0,normal,normal,normal
evt-c64cb1ef,normal,normal,normal
evt-ba08436f,normal,normal,normal
evt-27156748,normal,normal,normal
evt-4a9e9a69,normal,normal,normal
evt-4f0be6ee,normal,normal,normal
evt-a5b1988a,normal,normal,normal
evt-70431680,normal,normal,normal
evt-3e7b3e24,normal,normal,normal
evt-05346544,normal,normal,normal
evt-887f8aeb,normal,normal,normal
evt-89b83393,normal,normal,normal
evt-8f93d357,normal,normal,normal
evt-420bba43,normal,normal,normal
evt-9979e601,normal,normal,normal
evt-740b6838,normal,normal,normal
evt-23e134ed,normal,normal,normal
evt-7882ddac,normal,normal,normal
evt-8117cc30,normal,normal,normal
evt-bb3b1ce8,normal,normal,normal
evt-1ce8f133,normal,normal,normal
evt-fbe270e6,normal,normal,normal
evt-bba6dead,normal,normal,normal
evt-07472ece,normal,normal,normal
evt-8cf57873,normal,normal,normal
evt-dafac37b,normal,normal,normal
evt-a530c9d0,normal,normal,normal
evt-c1837254,normal,normal,normal
evt-f771e134,normal,normal,normal
evt-436d1f09,normal,normal,normal
evt-d0ae79cd,normal,normal,normal
evt-ce9640f2,normal,normal,normal
evt-7f3c7214,normal,normal,normal
evt-e9a07cdd,normal,normal,normal
evt-e4ca3345,normal,normal,normal
evt-65c1195c,normal,normal,normal
evt-319523df,normal,normal,normal
evt-8fd527c6,normal,normal,normal
evt-abfa740d,normal,normal,normal
evt-80e47f80,normal,normal,normal
evt-8e983e3f,normal,normal,normal
evt-7a90def3,normal,normal,normal
evt-5e12cd4c,normal,normal,normal
evt-00e2a5c9,normal,normal,normal
evt-32d3af03,normal,normal,normal
evt-c884fcb8,normal,normal,normal
evt-34698390,normal,normal,normal
evt-405d593a,normal,normal,normal
evt-8366ab49,normal,normal,normal
evt-ca1a1816,normal,normal,normal
evt-0ad63de1,normal,normal,normal
evt-78ce67fc,normal,normal,normal
evt-65f33c38,normal,normal,normal
evt-e17a0200,normal,normal,normal
evt-a19e0dce,normal,normal,normal
evt-9f7b75c6,normal,normal,normal
evt-9fbad9bf,normal,normal,normal
evt-a56e1cea,normal,normal,normal
evt-c30c08e3,normal,normal,normal
evt-ef844e1f,normal,normal,normal
evt-bc2c4b6e,normal,normal,normal
evt-0b2b1950,normal,normal,normal
evt-dfd74ecf,normal,normal,normal
evt-e1bd565d,normal,normal,normal
evt-980c9023,normal,normal,normal
evt-0a6cbb07,normal,normal,normal
evt-0db083b6,normal,normal,normal
evt-933d9c36,normal,normal,normal
evt-03933cc6,normal,normal,normal
evt-bf21eb6e,normal,normal,normal
evt-2698cf0b,normal,normal,normal
evt-a296ac48,normal,normal,normal
evt-29d010a7,normal,normal,normal
evt-9ffb1b08,normal,normal,normal
evt-290d1c1b,normal,normal,normal
evt-b5e9cf5a,normal,normal,normal
evt-0dc0c2c5,normal,normal,normal
evt-54b4802b,normal,normal,normal
evt-d3d17f99,normal,normal,normal
evt-a775cf58,normal,normal,normal
evt-140b40d6,normal,normal,normal
evt-e3874ee1,normal,normal,normal
evt-e87e36df,normal,normal,normal
evt-2f096fde,normal,normal,normal
evt-9fed4bfe,normal,normal,normal
evt-f74e581e,normal,normal,normal
evt-70b6f29c,normal,normal,normal
evt-e670b9f2,normal,normal,normal
evt-6f1a33ad,normal,normal,normal
evt-d8674c26,normal,normal,normal
evt-e836e5e9,normal,normal,normal
evt-e0e7fed7,normal,normal,normal
evt-6704471f,normal,normal,normal
evt-9664470a,normal,normal,normal
evt-368d50e2,normal,normal,normal
evt-0bd11812,normal,normal,normal
evt-63f0b3b9,normal,normal,normal
evt-d504c982,normal,normal,normal
evt-eea5fd3a,normal,normal,normal
evt-043e870d,normal,normal,normal
evt-232e9805,normal,normal,normal
evt-50ec6311,normal,normal,normal
evt-f2ac920a,normal,normal,normal
evt-2423c729,normal,normal,normal
evt-1b9474fb,normal,normal,normal
evt-fe1f370d,normal,normal,normal
evt-038dbdde,normal,normal,normal
evt-b9f7f62b,normal,normal,normal
evt-73f3cae4,normal,normal,normal
evt-8a71e287,normal,normal,normal
evt-9f4da6ec,normal,normal,normal
evt-5e6760d5,normal,normal,normal
evt-9477ccdd,normal,normal,normal
evt-96e25aed,normal,normal,normal
evt-2cb8e774,normal,normal,normal
evt-c8dcc8e1,normal,normal,normal
evt-ca2aa406,normal,normal,normal
evt-8ce25e7c,normal,normal,normal
evt-8a0bac55,anomaly,low_slow_exfiltration,off_hours_data_transfer
evt-96f1f781,normal,normal,normal
evt-683ac594,normal,normal,normal
evt-e42623d1,normal,normal,normal
evt-09e5774f,normal,normal,normal
evt-c2218d11,normal,normal,normal
evt-bbc0dc1b,normal,normal,normal
evt-4762fe74,normal,normal,normal
evt-eb46f43c,normal,normal,normal
evt-5fda4cd3,normal,normal,normal
evt-fbb3b351,normal,normal,normal
evt-bd33a029,anomaly,low_slow_exfiltration,off_hours_data_transfer
evt-463763f7,normal,normal,normal
evt-453c0b70,normal,normal,normal
evt-fbc049f9,normal,normal,normal
evt-05922bcb,normal,normal,normal
evt-3cc89740,normal,normal,normal
evt-4e5bebe4,normal,normal,normal
evt-ef06fa51,normal,normal,normal
evt-09071b21,normal,normal,normal
evt-b3b4a8c2,normal,normal,normal
evt-be9ef4e6,normal,normal,normal
evt-8f10b208,normal,normal,normal
